,remain_iter,pie_delta,loglik_delta,alpha_l2norm_delta,loglik,alpha_sum
840,1160,0.0,0.005254,0.436281,-2317340.625271,63527.655288
841,1159,0.0,0.005227,0.434695,-2317340.620044,63534.359972
842,1158,0.0,0.005199,0.433115,-2317340.614845,63541.040285
843,1157,0.0,0.005172,0.431541,-2317340.609672,63547.69632
844,1156,0.0,0.005145,0.429972,-2317340.604527,63554.328167
845,1155,0.0,0.005119,0.42841,-2317340.599408,63560.935918
846,1154,0.0,0.005092,0.426853,-2317340.594316,63567.519663
847,1153,0.0,0.005066,0.425302,-2317340.58925,63574.079493
848,1152,0.0,0.005039,0.423758,-2317340.584211,63580.615498
849,1151,0.0,0.005013,0.422218,-2317340.579197,63587.127766
850,1150,0.0,0.004987,0.420685,-2317340.57421,63593.616388
851,1149,0.0,0.004962,0.419158,-2317340.569248,63600.081452
852,1148,0.0,0.004936,0.417636,-2317340.564312,63606.523046
853,1147,0.0,0.004911,0.41612,-2317340.559402,63612.941259
854,1146,0.0,0.004885,0.414609,-2317340.554516,63619.336178
855,1145,0.0,0.00486,0.413104,-2317340.549656,63625.707891
856,1144,0.0,0.004835,0.411605,-2317340.544821,63632.056484
857,1143,0.0,0.00481,0.410112,-2317340.540011,63638.382046
858,1142,0.0,0.004785,0.408624,-2317340.535226,63644.684661
859,1141,0.0,0.004761,0.407142,-2317340.530465,63650.964416
860,1140,0.0,0.004737,0.405665,-2317340.525728,63657.221397
861,1139,0.0,0.004712,0.404194,-2317340.521016,63663.455688
862,1138,0.0,0.004688,0.402728,-2317340.516328,63669.667376
863,1137,0.0,0.004664,0.401268,-2317340.511664,63675.856544
864,1136,0.0,0.00464,0.399813,-2317340.507024,63682.023277
865,1135,0.0,0.004617,0.398364,-2317340.502407,63688.167659
866,1134,0.0,0.004593,0.39692,-2317340.497814,63694.289774
867,1133,0.0,0.00457,0.395481,-2317340.493244,63700.389704
868,1132,0.0,0.004546,0.394048,-2317340.488698,63706.467533
869,1131,0.0,0.004523,0.392621,-2317340.484175,63712.523344
870,1130,0.0,0.0045,0.391198,-2317340.479675,63718.557219
871,1129,0.0,0.004477,0.389781,-2317340.475198,63724.569239
872,1128,0.0,0.004455,0.388369,-2317340.470743,63730.559487
873,1127,0.0,0.004432,0.386963,-2317340.466311,63736.528044
874,1126,0.0,0.004409,0.385562,-2317340.461902,63742.474991
875,1125,0.0,0.004387,0.384166,-2317340.457515,63748.400409
876,1124,0.0,0.004365,0.382775,-2317340.45315,63754.304377
877,1123,0.0,0.004343,0.381389,-2317340.448807,63760.186977
878,1122,0.0,0.004321,0.380009,-2317340.444486,63766.048287
879,1121,0.0,0.004299,0.378634,-2317340.440187,63771.888388
880,1120,0.0,0.004277,0.377264,-2317340.435909,63777.707359
881,1119,0.0,0.004256,0.375899,-2317340.431654,63783.505277
882,1118,0.0,0.004234,0.374539,-2317340.427419,63789.282223
883,1117,0.0,0.004213,0.373184,-2317340.423206,63795.038273
884,1116,0.0,0.004192,0.371834,-2317340.419014,63800.773506
885,1115,0.0,0.004171,0.370489,-2317340.414843,63806.488
886,1114,0.0,0.00415,0.369149,-2317340.410694,63812.181831
887,1113,0.0,0.004129,0.367815,-2317340.406564,63817.855077
888,1112,0.0,0.004108,0.366485,-2317340.402456,63823.507815
889,1111,0.0,0.004088,0.36516,-2317340.398368,63829.14012
890,1110,0.0,0.004067,0.36384,-2317340.394301,63834.752069
891,1109,0.0,0.004047,0.362525,-2317340.390254,63840.343737
892,1108,0.0,0.004027,0.361215,-2317340.386227,63845.9152
893,1107,0.0,0.004007,0.35991,-2317340.38222,63851.466534
894,1106,0.0,0.003987,0.358609,-2317340.378233,63856.997813
895,1105,0.0,0.003967,0.357314,-2317340.374267,63862.509111
896,1104,0.0,0.003947,0.356023,-2317340.370319,63868.000503
897,1103,0.0,0.003927,0.354737,-2317340.366392,63873.472063
898,1102,0.0,0.003908,0.353456,-2317340.362484,63878.923865
899,1101,0.0,0.003889,0.35218,-2317340.358595,63884.355982
900,1100,0.0,0.003869,0.350908,-2317340.354726,63889.768487
901,1099,0.0,0.00385,0.349641,-2317340.350876,63895.161453
902,1098,0.0,0.003831,0.348379,-2317340.347045,63900.534952
903,1097,0.0,0.003812,0.347122,-2317340.343233,63905.889058
904,1096,0.0,0.003793,0.345869,-2317340.33944,63911.223841
905,1095,0.0,0.003774,0.344621,-2317340.335666,63916.539374
906,1094,0.0,0.003756,0.343377,-2317340.33191,63921.835727
907,1093,0.0,0.003737,0.342138,-2317340.328173,63927.112973
908,1092,0.0,0.003719,0.340904,-2317340.324454,63932.371182
909,1091,0.0,0.0037,0.339674,-2317340.320753,63937.610424
910,1090,0.0,0.003682,0.338449,-2317340.317071,63942.830771
911,1089,0.0,0.003664,0.337228,-2317340.313407,63948.032291
912,1088,0.0,0.003646,0.336012,-2317340.309761,63953.215055
913,1087,0.0,0.003628,0.3348,-2317340.306133,63958.379132
914,1086,0.0,0.00361,0.333593,-2317340.302522,63963.524592
915,1085,0.0,0.003593,0.33239,-2317340.29893,63968.651503
916,1084,0.0,0.003575,0.331192,-2317340.295354,63973.759934
917,1083,0.0,0.003558,0.329998,-2317340.291797,63978.849954
918,1082,0.0,0.00354,0.328809,-2317340.288257,63983.92163
919,1081,0.0,0.003523,0.327624,-2317340.284734,63988.975031
920,1080,0.0,0.003506,0.326443,-2317340.281228,63994.010224
921,1079,0.0,0.003489,0.325267,-2317340.27774,63999.027276
922,1078,0.0,0.003472,0.324095,-2317340.274268,64004.026256
923,1077,0.0,0.003455,0.322928,-2317340.270813,64009.007228
924,1076,0.0,0.003438,0.321765,-2317340.267376,64013.970261
925,1075,0.0,0.003421,0.320606,-2317340.263955,64018.91542
926,1074,0.0,0.003404,0.319451,-2317340.26055,64023.842772
927,1073,0.0,0.003388,0.318301,-2317340.257162,64028.752381
928,1072,0.0,0.003371,0.317155,-2317340.253791,64033.644315
929,1071,0.0,0.003355,0.316013,-2317340.250436,64038.518637
930,1070,0.0,0.003339,0.314875,-2317340.247097,64043.375414
931,1069,0.0,0.003323,0.313742,-2317340.243774,64048.21471
932,1068,0.0,0.003307,0.312613,-2317340.240468,64053.036589
933,1067,0.0,0.003291,0.311487,-2317340.237177,64057.841116
934,1066,0.0,0.003275,0.310366,-2317340.233903,64062.628355
935,1065,0.0,0.003259,0.30925,-2317340.230644,64067.398369
936,1064,0.0,0.003243,0.308137,-2317340.227401,64072.151222
937,1063,0.0,0.003227,0.307028,-2317340.224173,64076.886978
938,1062,0.0,0.003212,0.305924,-2317340.220961,64081.6057
939,1061,0.0,0.003196,0.304824,-2317340.217765,64086.307449
940,1060,0.0,0.003181,0.303727,-2317340.214584,64090.99229
941,1059,0.0,0.003166,0.302635,-2317340.211418,64095.660284
942,1058,0.0,0.003151,0.301547,-2317340.208267,64100.311493
943,1057,0.0,0.003135,0.300462,-2317340.205132,64104.945979
944,1056,0.0,0.00312,0.299382,-2317340.202011,64109.563804
945,1055,0.0,0.003105,0.298306,-2317340.198906,64114.165029
946,1054,0.0,0.003091,0.297233,-2317340.195815,64118.749715
947,1053,0.0,0.003076,0.296165,-2317340.192739,64123.317923
948,1052,0.0,0.003061,0.295101,-2317340.189678,64127.869714
949,1051,0.0,0.003046,0.29404,-2317340.186632,64132.405149
950,1050,0.0,0.003032,0.292983,-2317340.1836,64136.924287
951,1049,0.0,0.003017,0.291931,-2317340.180582,64141.427188
952,1048,0.0,0.003003,0.290882,-2317340.177579,64145.913912
953,1047,0.0,0.002989,0.289837,-2317340.17459,64150.384519
954,1046,0.0,0.002975,0.288796,-2317340.171616,64154.839068
955,1045,0.0,0.00296,0.287758,-2317340.168655,64159.277618
956,1044,0.0,0.002946,0.286725,-2317340.165709,64163.700228
957,1043,0.0,0.002932,0.285695,-2317340.162777,64168.106956
958,1042,0.0,0.002918,0.284669,-2317340.159858,64172.497861
959,1041,0.0,0.002905,0.283647,-2317340.156954,64176.873001
960,1040,0.0,0.002891,0.282629,-2317340.154063,64181.232433
961,1039,0.0,0.002877,0.281614,-2317340.151186,64185.576216
962,1038,0.0,0.002864,0.280603,-2317340.148322,64189.904407
963,1037,0.0,0.00285,0.279596,-2317340.145472,64194.217064
964,1036,0.0,0.002837,0.278592,-2317340.142636,64198.514242
965,1035,0.0,0.002823,0.277592,-2317340.139813,64202.796
966,1034,0.0,0.00281,0.276596,-2317340.137003,64207.062393
967,1033,0.0,0.002797,0.275604,-2317340.134206,64211.313479
968,1032,0.0,0.002783,0.274615,-2317340.131423,64215.549313
969,1031,0.0,0.00277,0.273629,-2317340.128653,64219.769951
970,1030,0.0,0.002757,0.272648,-2317340.125896,64223.975449
971,1029,0.0,0.002744,0.27167,-2317340.123151,64228.165862
972,1028,0.0,0.002731,0.270695,-2317340.12042,64232.341246
973,1027,0.0,0.002719,0.269725,-2317340.117701,64236.501657
974,1026,0.0,0.002706,0.268757,-2317340.114996,64240.647147
975,1025,0.0,0.002693,0.267793,-2317340.112302,64244.777774
976,1024,0.0,0.00268,0.266833,-2317340.109622,64248.89359
977,1023,0.0,0.002668,0.265876,-2317340.106954,64252.994651
978,1022,0.0,0.002655,0.264923,-2317340.104299,64257.08101
979,1021,0.0,0.002643,0.263974,-2317340.101656,64261.152721
980,1020,0.0,0.002631,0.263027,-2317340.099025,64265.209837
981,1019,0.0,0.002618,0.262085,-2317340.096406,64269.252413
982,1018,0.0,0.002606,0.261145,-2317340.0938,64273.280502
983,1017,0.0,0.002594,0.260209,-2317340.091206,64277.294155
984,1016,0.0,0.002582,0.259277,-2317340.088624,64281.293428
985,1015,0.0,0.00257,0.258348,-2317340.086054,64285.278371
986,1014,0.0,0.002558,0.257422,-2317340.083496,64289.249037
987,1013,0.0,0.002546,0.2565,-2317340.08095,64293.205479
988,1012,0.0,0.002534,0.255581,-2317340.078416,64297.147749
989,1011,0.0,0.002523,0.254666,-2317340.075893,64301.075898
990,1010,0.0,0.002511,0.253753,-2317340.073382,64304.989979
991,1009,0.0,0.002499,0.252845,-2317340.070883,64308.890041
992,1008,0.0,0.002488,0.251939,-2317340.068396,64312.776138
993,1007,0.0,0.002476,0.251037,-2317340.065919,64316.648319
994,1006,0.0,0.002465,0.250138,-2317340.063455,64320.506637
995,1005,0.0,0.002453,0.249242,-2317340.061002,64324.35114
996,1004,0.0,0.002442,0.24835,-2317340.05856,64328.18188
997,1003,0.0,0.002431,0.247461,-2317340.056129,64331.998908
998,1002,0.0,0.002419,0.246575,-2317340.05371,64335.802273
999,1001,0.0,0.002408,0.245692,-2317340.051301,64339.592024
1000,1000,0.0,0.002397,0.244813,-2317340.048904,64343.368213
1001,999,0.0,0.002386,0.243937,-2317340.046518,64347.130888
1002,998,0.0,0.002375,0.243064,-2317340.044143,64350.880098
1003,997,0.0,0.002364,0.242194,-2317340.041779,64354.615893
1004,996,0.0,0.002353,0.241328,-2317340.039425,64358.338322
1005,995,0.0,0.002343,0.240464,-2317340.037082,64362.047434
1006,994,0.0,0.002332,0.239604,-2317340.034751,64365.743277
1007,993,0.0,0.002321,0.238747,-2317340.032429,64369.425899
1008,992,0.0,0.002311,0.237893,-2317340.030119,64373.095349
1009,991,0.0,0.0023,0.237042,-2317340.027819,64376.751674
1010,990,0.0,0.002289,0.236194,-2317340.02553,64380.394924
1011,989,0.0,0.002279,0.235349,-2317340.023251,64384.025144
1012,988,0.0,0.002269,0.234508,-2317340.020982,64387.642384
1013,987,0.0,0.002258,0.233669,-2317340.018724,64391.246689
1014,986,0.0,0.002248,0.232833,-2317340.016476,64394.838108
1015,985,0.0,0.002238,0.232001,-2317340.014238,64398.416687
1016,984,0.0,0.002227,0.231172,-2317340.012011,64401.982473
1017,983,0.0,0.002217,0.230345,-2317340.009793,64405.535512
1018,982,0.0,0.002207,0.229522,-2317340.007586,64409.075852
1019,981,0.0,0.002197,0.228701,-2317340.005389,64412.603538
1020,980,0.0,0.002187,0.227884,-2317340.003202,64416.118616
1021,979,0.0,0.002177,0.227069,-2317340.001025,64419.621132
1022,978,0.0,0.002167,0.226258,-2317339.998857,64423.111132
1023,977,0.0,0.002158,0.225449,-2317339.9967,64426.588662
1024,976,0.0,0.002148,0.224644,-2317339.994552,64430.053767
1025,975,0.0,0.002138,0.223841,-2317339.992414,64433.506492
1026,974,0.0,0.002128,0.223041,-2317339.990285,64436.946882
1027,973,0.0,0.002119,0.222245,-2317339.988167,64440.374982
1028,972,0.0,0.002109,0.221451,-2317339.986058,64443.790837
1029,971,0.0,0.0021,0.22066,-2317339.983958,64447.194491
1030,970,0.0,0.00209,0.219872,-2317339.981868,64450.585989
1031,969,0.0,0.002081,0.219086,-2317339.979787,64453.965375
1032,968,0.0,0.002071,0.218304,-2317339.977716,64457.332693
1033,967,0.0,0.002062,0.217524,-2317339.975654,64460.687986
1034,966,0.0,0.002053,0.216748,-2317339.973601,64464.031299
1035,965,0.0,0.002044,0.215974,-2317339.971557,64467.362675
1036,964,0.0,0.002034,0.215202,-2317339.969523,64470.682157
1037,963,0.0,0.002025,0.214434,-2317339.967498,64473.989789
1038,962,0.0,0.002016,0.213669,-2317339.965482,64477.285614
1039,961,0.0,0.002007,0.212906,-2317339.963475,64480.569674
1040,960,0.0,0.001998,0.212146,-2317339.961477,64483.842013
1041,959,0.0,0.001989,0.211389,-2317339.959488,64487.102672
1042,958,0.0,0.00198,0.210634,-2317339.957508,64490.351695
1043,957,0.0,0.001971,0.209883,-2317339.955536,64493.589123
1044,956,0.0,0.001962,0.209134,-2317339.953574,64496.814999
1045,955,0.0,0.001954,0.208387,-2317339.95162,64500.029364
1046,954,0.0,0.001945,0.207644,-2317339.949675,64503.232261
1047,953,0.0,0.001936,0.206903,-2317339.947739,64506.42373
1048,952,0.0,0.001928,0.206165,-2317339.945811,64509.603814
1049,951,0.0,0.001919,0.205429,-2317339.943892,64512.772554
1050,950,0.0,0.00191,0.204696,-2317339.941982,64515.92999
1051,949,0.0,0.001902,0.203966,-2317339.94008,64519.076165
1052,948,0.0,0.001894,0.203239,-2317339.938186,64522.211118
1053,947,0.0,0.001885,0.202514,-2317339.936301,64525.33489
1054,946,0.0,0.001877,0.201792,-2317339.934424,64528.447522
1055,945,0.0,0.001868,0.201072,-2317339.932556,64531.549055
1056,944,0.0,0.00186,0.200355,-2317339.930696,64534.639528
1057,943,0.0,0.001852,0.19964,-2317339.928844,64537.718982
1058,942,0.0,0.001844,0.198929,-2317339.927,64540.787457
1059,941,0.0,0.001835,0.198219,-2317339.925165,64543.844992
1060,940,0.0,0.001827,0.197513,-2317339.923338,64546.891627
1061,939,0.0,0.001819,0.196809,-2317339.921518,64549.927401
1062,938,0.0,0.001811,0.196107,-2317339.919707,64552.952354
1063,937,0.0,0.001803,0.195408,-2317339.917904,64555.966526
1064,936,0.0,0.001795,0.194711,-2317339.916109,64558.969954
1065,935,0.0,0.001787,0.194017,-2317339.914321,64561.962678
1066,934,0.0,0.001779,0.193326,-2317339.912542,64564.944737
1067,933,0.0,0.001772,0.192637,-2317339.91077,64567.91617
1068,932,0.0,0.001764,0.191951,-2317339.909007,64570.877014
1069,931,0.0,0.001756,0.191267,-2317339.907251,64573.827308
1070,930,0.0,0.001748,0.190585,-2317339.905503,64576.767091
1071,929,0.0,0.001741,0.189906,-2317339.903762,64579.6964
1072,928,0.0,0.001733,0.189229,-2317339.902029,64582.615274
1073,927,0.0,0.001725,0.188555,-2317339.900304,64585.523749
1074,926,0.0,0.001718,0.187884,-2317339.898586,64588.421864
1075,925,0.0,0.00171,0.187214,-2317339.896876,64591.309657
1076,924,0.0,0.001703,0.186548,-2317339.895173,64594.187163
1077,923,0.0,0.001695,0.185883,-2317339.893478,64597.054422
1078,922,0.0,0.001688,0.185221,-2317339.89179,64599.911469
1079,921,0.0,0.00168,0.184561,-2317339.89011,64602.758342
1080,920,0.0,0.001673,0.183904,-2317339.888437,64605.595077
1081,919,0.0,0.001666,0.183249,-2317339.886771,64608.421711
1082,918,0.0,0.001658,0.182597,-2317339.885113,64611.238281
1083,917,0.0,0.001651,0.181947,-2317339.883461,64614.044823
1084,916,0.0,0.001644,0.181299,-2317339.881817,64616.841372
1085,915,0.0,0.001637,0.180653,-2317339.880181,64619.627967
1086,914,0.0,0.00163,0.18001,-2317339.878551,64622.404641
1087,913,0.0,0.001623,0.179369,-2317339.876928,64625.171432
1088,912,0.0,0.001616,0.178731,-2317339.875313,64627.928374
1089,911,0.0,0.001609,0.178095,-2317339.873704,64630.675504
1090,910,0.0,0.001601,0.177461,-2317339.872103,64633.412857
1091,909,0.0,0.001595,0.176829,-2317339.870508,64636.140467
1092,908,0.0,0.001588,0.1762,-2317339.868921,64638.858371
1093,907,0.0,0.001581,0.175573,-2317339.86734,64641.566604
1094,906,0.0,0.001574,0.174948,-2317339.865766,64644.265199
1095,905,0.0,0.001567,0.174326,-2317339.864199,64646.954193
1096,904,0.0,0.00156,0.173705,-2317339.862639,64649.633619
1097,903,0.0,0.001553,0.173087,-2317339.861085,64652.303513
1098,902,0.0,0.001547,0.172472,-2317339.859539,64654.963908
1099,901,0.0,0.00154,0.171858,-2317339.857998,64657.614839
1100,900,0.0,0.001533,0.171247,-2317339.856465,64660.256341
1101,899,0.0,0.001527,0.170637,-2317339.854938,64662.888446
1102,898,0.0,0.00152,0.17003,-2317339.853418,64665.511189
1103,897,0.0,0.001514,0.169426,-2317339.851905,64668.124604
1104,896,0.0,0.001507,0.168823,-2317339.850397,64670.728724
1105,895,0.0,0.001501,0.168223,-2317339.848897,64673.323583
1106,894,0.0,0.001494,0.167624,-2317339.847403,64675.909214
1107,893,0.0,0.001488,0.167028,-2317339.845915,64678.485651
1108,892,0.0,0.001481,0.166434,-2317339.844434,64681.052927
1109,891,0.0,0.001475,0.165843,-2317339.842959,64683.611074
1110,890,0.0,0.001469,0.165253,-2317339.84149,64686.160126
1111,889,0.0,0.001462,0.164665,-2317339.840028,64688.700115
1112,888,0.0,0.001456,0.16408,-2317339.838572,64691.231075
1113,887,0.0,0.00145,0.163497,-2317339.837122,64693.753037
1114,886,0.0,0.001443,0.162915,-2317339.835679,64696.266033
1115,885,0.0,0.001437,0.162336,-2317339.834242,64698.770098
1116,884,0.0,0.001431,0.161759,-2317339.83281,64701.265261
1117,883,0.0,0.001425,0.161184,-2317339.831385,64703.751556
1118,882,0.0,0.001419,0.160611,-2317339.829967,64706.229015
1119,881,0.0,0.001413,0.16004,-2317339.828554,64708.697669
1120,880,0.0,0.001407,0.159472,-2317339.827147,64711.15755
1121,879,0.0,0.001401,0.158905,-2317339.825746,64713.608689
1122,878,0.0,0.001395,0.15834,-2317339.824351,64716.051119
1123,877,0.0,0.001389,0.157778,-2317339.822962,64718.48487
1124,876,0.0,0.001383,0.157217,-2317339.82158,64720.909973
1125,875,0.0,0.001377,0.156658,-2317339.820203,64723.326461
1126,874,0.0,0.001371,0.156102,-2317339.818831,64725.734363
1127,873,0.0,0.001365,0.155547,-2317339.817466,64728.133711
1128,872,0.0,0.00136,0.154995,-2317339.816107,64730.524535
1129,871,0.0,0.001354,0.154444,-2317339.814753,64732.906866
1130,870,0.0,0.001348,0.153895,-2317339.813405,64735.280735
1131,869,0.0,0.001342,0.153349,-2317339.812063,64737.646172
1132,868,0.0,0.001337,0.152804,-2317339.810726,64740.003208
1133,867,0.0,0.001331,0.152261,-2317339.809395,64742.351872
1134,866,0.0,0.001325,0.15172,-2317339.80807,64744.692195
1135,865,0.0,0.00132,0.151182,-2317339.80675,64747.024207
1136,864,0.0,0.001314,0.150645,-2317339.805436,64749.347937
1137,863,0.0,0.001308,0.15011,-2317339.804128,64751.663416
1138,862,0.0,0.001303,0.149577,-2317339.802825,64753.970673
1139,861,0.0,0.001297,0.149046,-2317339.801528,64756.269737
1140,860,0.0,0.001292,0.148516,-2317339.800236,64758.560639
1141,859,0.0,0.001286,0.147989,-2317339.79895,64760.843407
1142,858,0.0,0.001281,0.147464,-2317339.797669,64763.11807
1143,857,0.0,0.001276,0.14694,-2317339.796393,64765.384659
1144,856,0.0,0.00127,0.146418,-2317339.795123,64767.643201
1145,855,0.0,0.001265,0.145899,-2317339.793858,64769.893726
1146,854,0.0,0.00126,0.145381,-2317339.792599,64772.136262
1147,853,0.0,0.001254,0.144865,-2317339.791344,64774.370839
1148,852,0.0,0.001249,0.144351,-2317339.790095,64776.597484
1149,851,0.0,0.001244,0.143838,-2317339.788852,64778.816227
1150,850,0.0,0.001238,0.143328,-2317339.787613,64781.027095
1151,849,0.0,0.001233,0.142819,-2317339.78638,64783.230117
1152,848,0.0,0.001228,0.142312,-2317339.785152,64785.425321
1153,847,0.0,0.001223,0.141807,-2317339.783929,64787.612736
1154,846,0.0,0.001218,0.141304,-2317339.782712,64789.792388
1155,845,0.0,0.001213,0.140803,-2317339.781499,64791.964307
1156,844,0.0,0.001208,0.140303,-2317339.780292,64794.128519
1157,843,0.0,0.001202,0.139805,-2317339.779089,64796.285053
1158,842,0.0,0.001197,0.139309,-2317339.777892,64798.433935
1159,841,0.0,0.001192,0.138815,-2317339.776699,64800.575194
1160,840,0.0,0.001187,0.138322,-2317339.775512,64802.708857
1161,839,0.0,0.001182,0.137832,-2317339.77433,64804.834951
1162,838,0.0,0.001177,0.137343,-2317339.773152,64806.953503
1163,837,0.0,0.001173,0.136856,-2317339.77198,64809.064541
1164,836,0.0,0.001168,0.13637,-2317339.770812,64811.16809
1165,835,0.0,0.001163,0.135886,-2317339.769649,64813.264179
1166,834,0.0,0.001158,0.135404,-2317339.768491,64815.352833
1167,833,0.0,0.001153,0.134924,-2317339.767338,64817.43408
1168,832,0.0,0.001148,0.134446,-2317339.76619,64819.507946
1169,831,0.0,0.001143,0.133969,-2317339.765046,64821.574458
1170,830,0.0,0.001139,0.133494,-2317339.763908,64823.633641
1171,829,0.0,0.001134,0.13302,-2317339.762774,64825.685523
1172,828,0.0,0.001129,0.132549,-2317339.761644,64827.730129
1173,827,0.0,0.001125,0.132079,-2317339.76052,64829.767485
1174,826,0.0,0.00112,0.13161,-2317339.7594,64831.797618
1175,825,0.0,0.001115,0.131144,-2317339.758285,64833.820553
1176,824,0.0,0.001111,0.130679,-2317339.757174,64835.836316
1177,823,0.0,0.001106,0.130215,-2317339.756068,64837.844933
1178,822,0.0,0.001101,0.129754,-2317339.754967,64839.846429
1179,821,0.0,0.001097,0.129294,-2317339.75387,64841.84083
1180,820,0.0,0.001092,0.128836,-2317339.752777,64843.828162
1181,819,0.0,0.001088,0.128379,-2317339.75169,64845.808449
1182,818,0.0,0.001083,0.127924,-2317339.750606,64847.781717
1183,817,0.0,0.001079,0.12747,-2317339.749528,64849.747991
1184,816,0.0,0.001074,0.127019,-2317339.748453,64851.707297
1185,815,0.0,0.00107,0.126568,-2317339.747383,64853.659658
1186,814,0.0,0.001065,0.12612,-2317339.746318,64855.6051
1187,813,0.0,0.001061,0.125673,-2317339.745257,64857.543648
1188,812,0.0,0.001057,0.125227,-2317339.7442,64859.475326
1189,811,0.0,0.001052,0.124784,-2317339.743148,64861.400159
1190,810,0.0,0.001048,0.124342,-2317339.7421,64863.318172
1191,809,0.0,0.001044,0.123901,-2317339.741056,64865.229388
1192,808,0.0,0.001039,0.123462,-2317339.740017,64867.133833
1193,807,0.0,0.001035,0.123024,-2317339.738982,64869.03153
1194,806,0.0,0.001031,0.122589,-2317339.737951,64870.922504
1195,805,0.0,0.001027,0.122154,-2317339.736925,64872.806778
1196,804,0.0,0.001022,0.121721,-2317339.735902,64874.684377
1197,803,0.0,0.001018,0.12129,-2317339.734884,64876.555325
1198,802,0.0,0.001014,0.120861,-2317339.73387,64878.419644
1199,801,0.0,0.00101,0.120432,-2317339.732861,64880.27736
1200,800,0.0,0.001006,0.120006,-2317339.731855,64882.128496
1201,799,0.0,0.001001,0.119581,-2317339.730854,64883.973075
1202,798,0.0,0.000997,0.119157,-2317339.729856,64885.81112
